delivery_id,order_id,expected_date,actual_date,delivery_status
603527,503527,2023-12-28,2023-12-31,Delayed
603528,503528,2024-06-05,\N,\N
603529,503529,2024-09-03,2024-09-04,On-time
603530,503530,2024-02-27,2024-02-26,On-time
603531,503531,2023-08-07,\N,Failed
603532,503532,2024-08-21,2024-08-24,Delayed
603533,503533,2024-05-10,2024-05-15,Delayed
603534,503534,2024-04-09,2024-04-09,On-time
603535,503535,2024-08-08,\N,\N
603536,503536,2024-05-20,2024-05-25,Delayed
603537,503537,2024-03-07,2024-03-06,On-time
603538,503538,2024-03-22,2024-03-23,On-time
603539,503539,2024-06-13,2024-06-15,Delayed
603540,503540,2024-02-23,2024-02-22,On-time
603541,503541,2023-12-12,2023-12-13,On-time
603542,503542,2023-08-22,2023-08-21,On-time
603543,503543,2024-02-15,2024-02-14,On-time
603544,503544,2023-06-29,2023-06-30,On-time
603545,503545,2024-02-08,2024-02-08,On-time
603546,503546,2024-09-26,2024-09-27,On-time
603547,503547,2024-05-29,2024-05-29,On-time
603548,503548,2024-07-17,\N,Failed
603549,503549,2023-11-05,2023-11-08,Delayed
603550,503550,2024-01-11,2024-01-12,On-time
603551,503551,2024-06-15,2024-06-16,On-time
603552,503552,2023-07-25,2023-07-25,On-time
603553,503553,2024-05-31,2024-06-03,Delayed
603554,503554,2024-05-05,2024-05-05,On-time
603555,503555,2024-03-13,2024-03-16,Delayed
603556,503556,2024-07-29,2024-08-04,Delayed
603557,503557,2024-05-08,2024-05-07,On-time
603558,503558,2024-04-20,2024-04-21,On-time
603559,503559,2024-01-18,2024-01-19,On-time
603560,503560,2024-07-07,2024-07-06,On-time
603561,503561,2023-11-11,2023-11-12,On-time
603562,503562,2023-08-12,2023-08-13,On-time
603563,503563,2023-08-21,2023-08-20,On-time
603564,503564,2023-11-24,2023-11-24,On-time
603565,503565,2024-06-21,2024-06-25,Delayed
603566,503566,2024-08-24,2024-08-24,On-time
603567,503567,2024-09-24,2024-09-25,On-time
603568,503568,2024-04-26,2024-04-28,Delayed
603569,503569,2024-08-12,2024-08-15,Delayed
603570,503570,2024-03-10,2024-03-16,Delayed
603571,503571,2024-06-29,2024-07-03,Delayed
603572,503572,2023-12-20,2023-12-23,Delayed
603573,503573,2023-11-18,2023-11-18,On-time
603574,503574,2024-08-15,2024-08-15,On-time
603575,503575,2023-08-06,2023-08-05,On-time
603576,503576,2024-01-21,2024-01-22,On-time
603577,503577,2024-08-30,\N,\N
603578,503578,2023-09-18,2023-09-19,On-time
603579,503579,2023-10-11,2023-10-13,Delayed
603580,503580,2024-01-10,2024-01-10,On-time
603581,503581,2023-12-15,2023-12-18,Delayed
603582,503582,2024-05-07,2024-05-08,On-time
603583,503583,2024-04-23,2024-04-24,On-time
603584,503584,2024-07-06,2024-07-07,On-time
603585,503585,2024-01-29,\N,Failed
603586,503586,2024-05-10,2024-05-10,On-time
603587,503587,2024-06-12,2024-06-13,On-time
603588,503588,2024-09-14,2024-09-18,Delayed
603589,503589,2024-09-15,2024-09-14,On-time
603590,503590,2024-06-21,2024-06-23,Delayed
603591,503591,2024-03-01,2024-03-01,On-time
603592,503592,2024-05-22,2024-05-23,On-time
603593,503593,2024-07-01,2024-07-01,On-time
603594,503594,2024-04-26,2024-04-25,On-time
603595,503595,2023-11-03,2023-11-04,On-time
603596,503596,2024-05-31,\N,\N
603597,503597,2024-05-24,2024-05-25,On-time
603598,503598,2024-01-17,2024-01-17,On-time
603599,503599,2023-07-12,2023-07-11,On-time
603600,503600,2023-12-03,\N,Failed
603601,503601,2023-10-07,2023-10-08,On-time
603602,503602,2023-10-10,2023-10-09,On-time
603603,503603,2023-08-05,2023-08-08,Delayed
603604,503604,2023-06-12,2023-06-12,On-time
603605,503605,2023-06-09,2023-06-08,On-time
603606,503606,2023-08-15,\N,\N
603607,503607,2024-05-13,2024-05-13,On-time
603608,503608,2024-01-28,2024-01-29,On-time
603609,503609,2024-09-27,2024-09-27,On-time
603610,503610,2023-09-16,2023-09-19,Delayed
603611,503611,2023-09-23,2023-09-23,On-time
603612,503612,2023-09-29,\N,\N
603613,503613,2023-09-22,2023-09-23,On-time
603614,503614,2024-02-27,2024-02-28,On-time
603615,503615,2024-01-14,2024-01-15,On-time
603616,503616,2023-11-30,2023-12-01,On-time
603617,503617,2023-12-27,2023-12-31,Delayed
603618,503618,2024-08-11,2024-08-10,On-time
603619,503619,2023-12-08,2023-12-08,On-time
603620,503620,2024-05-24,2024-05-25,On-time
603621,503621,2024-09-26,\N,Failed
603622,503622,2024-08-21,\N,Failed
603623,503623,2024-06-23,\N,\N
603624,503624,2024-05-22,2024-05-23,On-time
603625,503625,2023-06-25,2023-06-25,On-time
603626,503626,2024-03-27,2024-03-28,On-time
603627,503627,2023-06-26,2023-06-26,On-time
603628,503628,2023-07-05,2023-07-05,On-time
603629,503629,2023-09-10,2023-09-10,On-time
603630,503630,2024-09-12,2024-09-12,On-time
603631,503631,2024-09-08,2024-09-13,Delayed
603632,503632,2024-04-14,2024-04-13,On-time
603633,503633,2024-05-21,2024-05-22,On-time
603634,503634,2024-01-05,2024-01-04,On-time
603635,503635,2023-08-19,2023-08-18,On-time
603636,503636,2023-11-30,\N,Failed
603637,503637,2024-03-01,2024-03-02,On-time
603638,503638,2023-10-28,2023-10-29,On-time
603639,503639,2024-04-25,2024-04-25,On-time
603640,503640,2024-04-20,2024-04-25,Delayed
603641,503641,2024-01-02,2024-01-06,Delayed
603642,503642,2024-07-29,2024-07-29,On-time
603643,503643,2024-03-19,2024-03-20,On-time
603644,503644,2024-03-27,2024-03-27,On-time
603645,503645,2023-08-19,2023-08-18,On-time
603646,503646,2024-04-21,2024-04-21,On-time
603647,503647,2024-07-21,\N,Failed
603648,503648,2024-01-04,2024-01-03,On-time
603649,503649,2024-03-19,2024-03-18,On-time
603650,503650,2024-02-06,2024-02-05,On-time
603651,503651,2024-05-20,2024-05-21,On-time
603652,503652,2024-07-15,2024-07-16,On-time
603653,503653,2023-12-06,2023-12-05,On-time
603654,503654,2024-07-31,2024-08-05,Delayed
603655,503655,2024-09-30,2024-09-29,On-time
603656,503656,2023-07-30,\N,Failed
603657,503657,2023-08-08,2023-08-12,Delayed
603658,503658,2024-06-07,2024-06-08,On-time
603659,503659,2023-06-16,2023-06-16,On-time
603660,503660,2023-10-08,2023-10-08,On-time
603661,503661,2024-03-03,2024-03-09,Delayed
603662,503662,2024-02-25,2024-02-25,On-time
603663,503663,2024-05-21,2024-05-22,On-time
603664,503664,2023-06-27,\N,Failed
603665,503665,2023-10-27,2023-10-28,On-time
603666,503666,2024-01-04,2024-01-04,On-time
603667,503667,2024-06-22,\N,\N
603668,503668,2024-01-23,\N,Failed
603669,503669,2023-10-30,\N,Failed
603670,503670,2024-06-08,2024-06-07,On-time
603671,503671,2024-02-21,2024-02-21,On-time
603672,503672,2024-05-10,2024-05-09,On-time
603673,503673,2024-01-10,2024-01-16,Delayed
603674,503674,2023-10-28,\N,\N
603675,503675,2023-12-30,2023-12-29,On-time
603676,503676,2024-09-05,2024-09-04,On-time
603677,503677,2024-09-27,2024-09-28,On-time
603678,503678,2023-10-20,2023-10-24,Delayed
603679,503679,2024-06-15,2024-06-16,On-time
603680,503680,2024-03-03,2024-03-04,On-time
603681,503681,2024-07-11,2024-07-14,Delayed
603682,503682,2023-07-02,2023-07-04,Delayed
603683,503683,2023-12-15,2023-12-15,On-time
603684,503684,2023-11-03,2023-11-02,On-time
603685,503685,2024-04-04,2024-04-05,On-time
603686,503686,2024-05-19,2024-05-19,On-time
603687,503687,2023-07-27,2023-08-01,Delayed
603688,503688,2024-01-26,2024-01-25,On-time
603689,503689,2023-07-12,\N,Failed
603690,503690,2024-09-23,2024-09-22,On-time
603691,503691,2024-06-22,2024-06-26,Delayed
603692,503692,2023-11-20,2023-11-20,On-time
603693,503693,2024-04-21,2024-04-22,On-time
603694,503694,2023-09-05,2023-09-04,On-time
603695,503695,2024-04-10,2024-04-09,On-time
603696,503696,2024-07-10,2024-07-15,Delayed
603697,503697,2023-11-25,2023-11-30,Delayed
603698,503698,2024-03-15,2024-03-16,On-time
603699,503699,2024-09-29,2024-10-03,Delayed
603700,503700,2024-01-30,2024-01-30,On-time
603701,503701,2023-09-19,2023-09-18,On-time
603702,503702,2024-06-09,2024-06-08,On-time
603703,503703,2024-06-21,2024-06-22,On-time
603704,503704,2024-02-26,2024-02-27,On-time
603705,503705,2023-08-26,2023-08-26,On-time
603706,503706,2023-06-19,2023-06-20,On-time
603707,503707,2024-01-18,2024-01-17,On-time
603708,503708,2024-04-08,2024-04-09,On-time
603709,503709,2023-06-16,\N,\N
603710,503710,2023-06-08,2023-06-09,On-time
603711,503711,2024-07-08,\N,\N
603712,503712,2023-11-18,2023-11-18,On-time
603713,503713,2024-06-21,2024-06-21,On-time
603714,503714,2024-08-07,2024-08-06,On-time
603715,503715,2024-09-01,2024-08-31,On-time
603716,503716,2024-09-16,2024-09-21,Delayed
603717,503717,2024-03-22,2024-03-23,On-time
603718,503718,2024-02-01,2024-02-02,On-time
603719,503719,2024-05-25,2024-05-24,On-time
603720,503720,2023-11-21,2023-11-20,On-time
603721,503721,2024-02-06,\N,\N
603722,503722,2024-08-04,\N,Failed
603723,503723,2023-11-27,2023-11-26,On-time
603724,503724,2024-07-09,2024-07-15,Delayed
603725,503725,2023-11-24,2023-11-23,On-time
603726,503726,2024-07-31,2024-08-01,On-time
603727,503727,2023-09-19,2023-09-20,On-time
603728,503728,2024-04-09,\N,Failed
603729,503729,2024-07-09,2024-07-08,On-time
603730,503730,2023-07-28,2023-07-27,On-time
603731,503731,2024-07-06,2024-07-06,On-time
603732,503732,2024-08-08,2024-08-09,On-time
603733,503733,2024-08-05,\N,\N
603734,503734,2023-09-10,2023-09-14,Delayed
603735,503735,2024-04-10,\N,Failed
603736,503736,2023-07-11,2023-07-14,Delayed
603737,503737,2024-07-11,2024-07-16,Delayed
603738,503738,2024-07-23,\N,\N
603739,503739,2023-10-30,2023-10-29,On-time
603740,503740,2024-10-01,2024-09-30,On-time
603741,503741,2024-02-07,2024-02-08,On-time
603742,503742,2024-10-02,2024-10-01,On-time
603743,503743,2024-01-17,\N,Failed
603744,503744,2023-09-16,2023-09-16,On-time
603745,503745,2024-02-20,2024-02-20,On-time
603746,503746,2023-06-28,2023-06-29,On-time
603747,503747,2023-07-12,2023-07-11,On-time
603748,503748,2023-08-14,2023-08-14,On-time
603749,503749,2024-04-12,2024-04-11,On-time
603750,503750,2023-07-12,2023-07-12,On-time
603751,503751,2023-07-24,2023-07-23,On-time
603752,503752,2024-05-08,2024-05-10,Delayed
603753,503753,2023-07-06,2023-07-05,On-time
603754,503754,2023-08-28,\N,\N
603755,503755,2023-10-24,2023-10-24,On-time
603756,503756,2023-08-19,2023-08-18,On-time
603757,503757,2024-07-07,2024-07-11,Delayed
603758,503758,2024-03-04,2024-03-05,On-time
603759,503759,2024-06-22,2024-06-21,On-time
603760,503760,2023-12-03,2023-12-03,On-time
603761,503761,2024-04-19,2024-04-19,On-time
603762,503762,2023-10-23,2023-10-22,On-time
603763,503763,2024-07-12,2024-07-13,On-time
603764,503764,2023-09-14,\N,\N
603765,503765,2024-09-28,2024-09-29,On-time
603766,503766,2024-04-30,2024-04-29,On-time
603767,503767,2023-09-17,2023-09-18,On-time
603768,503768,2023-08-17,\N,Failed
603769,503769,2024-08-14,2024-08-15,On-time
603770,503770,2024-05-28,2024-05-28,On-time
603771,503771,2024-07-20,\N,Failed
603772,503772,2023-08-08,\N,Failed
603773,503773,2023-12-09,2023-12-08,On-time
603774,503774,2024-08-11,2024-08-12,On-time
603775,503775,2024-07-03,2024-07-07,Delayed
603776,503776,2024-09-20,\N,Failed
603777,503777,2024-04-02,2024-04-01,On-time
603778,503778,2023-09-16,2023-09-17,On-time
603779,503779,2023-09-08,\N,Failed
603780,503780,2023-09-24,2023-09-25,On-time
603781,503781,2024-08-25,2024-08-26,On-time
603782,503782,2024-09-14,2024-09-13,On-time
603783,503783,2023-12-09,2023-12-10,On-time
603784,503784,2023-11-09,2023-11-09,On-time
603785,503785,2024-05-13,2024-05-14,On-time
603786,503786,2024-06-14,2024-06-14,On-time
603787,503787,2024-10-01,2024-10-05,Delayed
603788,503788,2023-06-27,2023-06-27,On-time
603789,503789,2024-09-28,2024-10-03,Delayed
603790,503790,2023-09-25,2023-09-24,On-time
603791,503791,2024-07-11,\N,Failed
603792,503792,2023-09-19,\N,\N
603793,503793,2023-08-17,2023-08-16,On-time
603794,503794,2023-08-07,2023-08-11,Delayed
603795,503795,2024-06-25,\N,Failed
603796,503796,2024-02-10,2024-02-11,On-time
603797,503797,2024-09-25,2024-09-25,On-time
603798,503798,2023-12-21,2023-12-22,On-time
603799,503799,2023-07-30,2023-07-30,On-time
603800,503800,2024-01-11,2024-01-13,Delayed
603801,503801,2023-09-06,\N,Failed
603802,503802,2024-03-08,2024-03-07,On-time
603803,503803,2023-09-10,\N,Failed
603804,503804,2024-06-16,\N,Failed
603805,503805,2024-01-08,2024-01-08,On-time
603806,503806,2024-07-21,2024-07-22,On-time
603807,503807,2023-07-01,2023-06-30,On-time
603808,503808,2024-06-07,2024-06-08,On-time
603809,503809,2023-11-08,2023-11-07,On-time
603810,503810,2023-12-21,2023-12-22,On-time
603811,503811,2024-01-12,2024-01-16,Delayed
603812,503812,2024-09-13,2024-09-15,Delayed
603813,503813,2023-12-08,2023-12-08,On-time
603814,503814,2023-07-02,2023-07-02,On-time
603815,503815,2024-08-04,2024-08-05,On-time
603816,503816,2024-07-19,2024-07-20,On-time
603817,503817,2024-04-30,2024-04-30,On-time
603818,503818,2023-11-22,\N,Failed
603819,503819,2023-10-23,2023-10-22,On-time
603820,503820,2024-01-04,2024-01-06,Delayed
603821,503821,2024-04-18,2024-04-17,On-time
603822,503822,2024-03-28,2024-03-27,On-time
603823,503823,2023-11-03,2023-11-03,On-time
603824,503824,2024-04-02,\N,\N
603825,503825,2024-03-15,\N,Failed
603826,503826,2023-06-22,2023-06-23,On-time
603827,503827,2023-08-26,\N,\N
603828,503828,2023-06-29,\N,\N
603829,503829,2023-08-03,2023-08-02,On-time
603830,503830,2023-07-17,2023-07-18,On-time
603831,503831,2023-11-29,2023-11-28,On-time
603832,503832,2024-07-23,2024-07-23,On-time
603833,503833,2024-06-13,2024-06-13,On-time
603834,503834,2024-02-26,2024-02-27,On-time
603835,503835,2023-09-21,2023-09-22,On-time
603836,503836,2024-02-20,2024-02-20,On-time
603837,503837,2023-08-30,2023-09-01,Delayed
603838,503838,2023-10-17,\N,Failed
603839,503839,2023-06-13,2023-06-14,On-time
603840,503840,2023-09-01,2023-09-04,Delayed
603841,503841,2024-03-05,\N,Failed
603842,503842,2024-03-02,2024-03-02,On-time
603843,503843,2024-04-24,2024-04-25,On-time
603844,503844,2024-09-26,2024-09-25,On-time
603845,503845,2024-01-24,2024-01-28,Delayed
603846,503846,2024-04-27,2024-04-26,On-time
603847,503847,2024-01-15,2024-01-19,Delayed
603848,503848,2023-10-15,2023-10-18,Delayed
603849,503849,2024-05-06,\N,Failed
603850,503850,2024-04-08,2024-04-11,Delayed
603851,503851,2023-07-07,\N,\N
603852,503852,2024-10-03,2024-10-03,On-time
603853,503853,2023-07-09,2023-07-08,On-time
603854,503854,2024-05-11,2024-05-12,On-time
603855,503855,2024-07-24,2024-07-25,On-time
603856,503856,2023-10-11,2023-10-11,On-time
603857,503857,2024-08-19,2024-08-18,On-time
603858,503858,2024-02-28,2024-03-04,Delayed
603859,503859,2024-08-27,2024-08-28,On-time
603860,503860,2023-11-08,2023-11-07,On-time
603861,503861,2024-02-02,2024-02-01,On-time
603862,503862,2023-07-08,\N,Failed
603863,503863,2024-07-26,2024-07-25,On-time
603864,503864,2023-09-11,2023-09-12,On-time
603865,503865,2023-11-14,\N,\N
603866,503866,2023-11-13,2023-11-14,On-time
603867,503867,2024-09-11,2024-09-13,Delayed
603868,503868,2023-06-08,2023-06-07,On-time
603869,503869,2024-06-25,2024-06-24,On-time
603870,503870,2024-09-12,2024-09-14,Delayed
603871,503871,2023-12-30,\N,Failed
603872,503872,2023-09-09,2023-09-10,On-time
603873,503873,2024-04-12,2024-04-11,On-time
603874,503874,2024-09-15,2024-09-15,On-time
603875,503875,2024-01-10,2024-01-11,On-time
603876,503876,2024-09-25,2024-09-25,On-time
603877,503877,2024-09-25,\N,Failed
603878,503878,2024-02-10,2024-02-15,Delayed
603879,503879,2024-04-23,2024-04-23,On-time
603880,503880,2023-07-06,2023-07-11,Delayed
603881,503881,2024-03-20,2024-03-19,On-time
603882,503882,2024-03-27,2024-03-26,On-time
603883,503883,2023-07-04,2023-07-07,Delayed
603884,503884,2024-01-28,2024-01-28,On-time
603885,503885,2024-02-19,2024-02-18,On-time
603886,503886,2024-01-02,2024-01-08,Delayed
603887,503887,2024-01-26,2024-01-26,On-time
603888,503888,2024-08-30,2024-09-02,Delayed
603889,503889,2024-05-31,2024-05-30,On-time
603890,503890,2024-02-07,2024-02-12,Delayed
603891,503891,2024-01-11,2024-01-11,On-time
603892,503892,2024-01-16,2024-01-17,On-time
603893,503893,2024-05-18,2024-05-19,On-time
603894,503894,2024-02-10,2024-02-11,On-time
603895,503895,2023-11-11,2023-11-12,On-time
603896,503896,2023-12-05,2023-12-06,On-time
603897,503897,2023-07-11,2023-07-10,On-time
603898,503898,2024-04-29,2024-04-29,On-time
603899,503899,2024-06-14,\N,Failed
603900,503900,2024-02-06,2024-02-12,Delayed
603901,503901,2024-02-10,2024-02-12,Delayed
603902,503902,2024-06-20,2024-06-20,On-time
603903,503903,2024-02-16,\N,Failed
603904,503904,2024-04-27,2024-04-26,On-time
603905,503905,2024-03-22,2024-03-27,Delayed
603906,503906,2023-12-07,2023-12-06,On-time
603907,503907,2024-06-03,2024-06-03,On-time
603908,503908,2023-12-12,2023-12-18,Delayed
603909,503909,2024-05-07,2024-05-08,On-time
603910,503910,2024-04-30,2024-05-01,On-time
603911,503911,2023-09-24,2023-09-23,On-time
603912,503912,2024-06-05,2024-06-11,Delayed
603913,503913,2023-12-23,2023-12-26,Delayed
603914,503914,2023-11-12,2023-11-11,On-time
603915,503915,2024-04-06,2024-04-09,Delayed
603916,503916,2024-10-06,2024-10-07,On-time
603917,503917,2024-09-02,2024-09-08,Delayed
603918,503918,2024-03-14,2024-03-13,On-time
603919,503919,2023-12-03,2023-12-02,On-time
603920,503920,2024-09-06,2024-09-05,On-time
603921,503921,2023-12-14,2023-12-19,Delayed
603922,503922,2023-08-17,2023-08-18,On-time
603923,503923,2023-06-23,2023-06-29,Delayed
603924,503924,2024-01-19,2024-01-18,On-time
603925,503925,2024-08-26,2024-08-31,Delayed
603926,503926,2023-06-30,2023-06-29,On-time
603927,503927,2023-09-11,2023-09-12,On-time
603928,503928,2024-04-26,2024-04-27,On-time
603929,503929,2024-06-05,2024-06-05,On-time
603930,503930,2024-09-06,\N,Failed
603931,503931,2023-06-20,2023-06-23,Delayed
603932,503932,2024-06-09,2024-06-08,On-time
603933,503933,2024-08-14,\N,\N
603934,503934,2024-03-16,2024-03-21,Delayed
603935,503935,2023-09-02,2023-09-01,On-time
603936,503936,2024-05-07,2024-05-08,On-time
603937,503937,2023-10-02,\N,Failed
603938,503938,2024-02-18,2024-02-19,On-time
603939,503939,2023-07-14,\N,\N
603940,503940,2024-08-04,\N,\N
603941,503941,2023-10-25,2023-10-28,Delayed
603942,503942,2024-09-19,2024-09-18,On-time
603943,503943,2023-07-22,2023-07-23,On-time
603944,503944,2024-02-05,2024-02-05,On-time
603945,503945,2023-06-27,\N,Failed
603946,503946,2024-01-11,2024-01-10,On-time
603947,503947,2024-01-29,\N,\N
603948,503948,2023-06-19,\N,\N
603949,503949,2024-06-15,2024-06-16,On-time
603950,503950,2023-09-06,\N,\N
603951,503951,2023-12-21,2023-12-26,Delayed
603952,503952,2024-01-12,2024-01-12,On-time
603953,503953,2024-05-28,2024-05-27,On-time
603954,503954,2024-06-03,2024-06-04,On-time
603955,503955,2024-04-27,2024-04-30,Delayed
603956,503956,2024-08-13,2024-08-13,On-time
603957,503957,2023-10-07,2023-10-06,On-time
603958,503958,2023-11-20,2023-11-26,Delayed
603959,503959,2024-03-20,2024-03-21,On-time
603960,503960,2024-03-25,2024-03-31,Delayed
603961,503961,2024-07-31,2024-08-05,Delayed
603962,503962,2023-08-13,2023-08-12,On-time
603963,503963,2024-07-18,2024-07-17,On-time
603964,503964,2023-07-04,2023-07-03,On-time
603965,503965,2023-12-06,2023-12-08,Delayed
603966,503966,2024-03-08,\N,\N
603967,503967,2024-04-20,2024-04-23,Delayed
603968,503968,2023-06-10,2023-06-11,On-time
603969,503969,2024-05-01,2024-04-30,On-time
603970,503970,2023-09-19,2023-09-18,On-time
603971,503971,2024-02-07,2024-02-08,On-time
603972,503972,2024-02-24,2024-02-23,On-time
603973,503973,2024-02-14,2024-02-13,On-time
603974,503974,2023-12-02,2023-12-05,Delayed
603975,503975,2024-08-23,2024-08-23,On-time
603976,503976,2024-08-31,2024-09-02,Delayed
603977,503977,2024-09-20,2024-09-20,On-time
603978,503978,2023-11-14,2023-11-15,On-time
603979,503979,2024-06-16,2024-06-17,On-time
603980,503980,2024-07-29,2024-08-01,Delayed
603981,503981,2024-04-06,\N,\N
603982,503982,2024-03-26,2024-03-25,On-time
603983,503983,2024-08-20,2024-08-20,On-time
603984,503984,2024-01-31,\N,\N
603985,503985,2023-10-04,2023-10-08,Delayed
603986,503986,2023-06-08,2023-06-07,On-time
603987,503987,2023-07-21,2023-07-20,On-time
603988,503988,2024-03-07,\N,\N
603989,503989,2024-06-28,2024-06-27,On-time
603990,503990,2023-09-23,2023-09-24,On-time
603991,503991,2023-08-03,2023-08-02,On-time
603992,503992,2023-10-05,2023-10-04,On-time
603993,503993,2023-09-13,2023-09-14,On-time
603994,503994,2023-06-09,\N,\N
603995,503995,2024-08-11,2024-08-12,On-time
603996,503996,2023-08-29,2023-08-30,On-time
603997,503997,2023-07-15,\N,\N
603998,503998,2023-07-03,\N,\N
603999,503999,2024-04-04,2024-04-05,On-time
604000,504000,2023-09-19,2023-09-18,On-time
604001,504001,2024-06-13,2024-06-18,Delayed
604002,504002,2024-01-07,2024-01-06,On-time
604003,504003,2023-12-18,\N,Failed
604004,504004,2023-10-28,2023-10-28,On-time
604005,504005,2023-06-08,2023-06-11,Delayed
604006,504006,2024-04-19,2024-04-18,On-time
604007,504007,2024-02-17,2024-02-17,On-time
604008,504008,2023-12-15,2023-12-14,On-time
604009,504009,2023-11-08,2023-11-07,On-time
604010,504010,2023-06-29,\N,Failed
604011,504011,2024-08-17,2024-08-20,Delayed
604012,504012,2024-05-27,2024-05-27,On-time
604013,504013,2023-07-28,2023-07-29,On-time
604014,504014,2023-10-19,2023-10-18,On-time
604015,504015,2024-03-29,2024-04-04,Delayed
604016,504016,2023-08-12,2023-08-11,On-time
604017,504017,2023-07-11,2023-07-12,On-time
604018,504018,2024-05-30,2024-05-31,On-time
604019,504019,2023-10-14,2023-10-15,On-time
604020,504020,2024-01-21,2024-01-22,On-time
604021,504021,2024-07-25,2024-07-28,Delayed
604022,504022,2024-09-29,2024-10-02,Delayed
604023,504023,2024-01-01,2024-01-01,On-time
604024,504024,2024-02-08,2024-02-09,On-time
604025,504025,2023-06-05,\N,\N
604026,504026,2023-12-26,2023-12-25,On-time
604027,504027,2024-01-15,2024-01-15,On-time
604028,504028,2024-09-24,2024-09-23,On-time
604029,504029,2023-07-02,2023-07-05,Delayed
604030,504030,2024-03-02,2024-03-03,On-time
604031,504031,2023-11-03,2023-11-04,On-time
604032,504032,2024-07-26,2024-07-26,On-time
604033,504033,2023-09-12,2023-09-11,On-time
604034,504034,2024-06-25,2024-06-25,On-time
604035,504035,2023-09-24,2023-09-28,Delayed
604036,504036,2023-10-25,2023-10-26,On-time
604037,504037,2024-06-14,2024-06-15,On-time
604038,504038,2023-10-02,2023-10-03,On-time
604039,504039,2024-06-23,2024-06-23,On-time
604040,504040,2023-11-26,2023-11-25,On-time
604041,504041,2023-06-25,2023-06-24,On-time
604042,504042,2024-03-04,2024-03-03,On-time
604043,504043,2024-04-19,2024-04-25,Delayed
604044,504044,2023-06-16,2023-06-21,Delayed
604045,504045,2024-04-07,2024-04-06,On-time
604046,504046,2023-06-15,2023-06-16,On-time
604047,504047,2023-10-29,2023-10-30,On-time
604048,504048,2024-09-15,2024-09-15,On-time
604049,504049,2023-08-28,2023-08-28,On-time
604050,504050,2024-05-26,2024-05-30,Delayed
604051,504051,2023-06-12,2023-06-15,Delayed
604052,504052,2023-06-25,2023-06-25,On-time
604053,504053,2023-12-04,2023-12-04,On-time
604054,504054,2024-08-13,2024-08-14,On-time
604055,504055,2024-04-02,2024-04-02,On-time
604056,504056,2023-09-10,\N,Failed
604057,504057,2023-08-03,\N,\N
604058,504058,2024-02-12,2024-02-12,On-time
604059,504059,2024-01-26,\N,\N
604060,504060,2023-11-23,2023-11-26,Delayed
604061,504061,2023-08-25,2023-08-26,On-time
604062,504062,2024-06-21,2024-06-25,Delayed
604063,504063,2023-08-25,2023-08-25,On-time
604064,504064,2023-07-01,\N,\N
604065,504065,2023-08-18,2023-08-19,On-time
604066,504066,2023-12-13,2023-12-13,On-time
604067,504067,2024-01-15,2024-01-15,On-time
604068,504068,2024-04-17,2024-04-17,On-time
604069,504069,2023-12-03,2023-12-09,Delayed
604070,504070,2023-08-08,2023-08-14,Delayed
604071,504071,2023-06-10,2023-06-09,On-time
604072,504072,2024-05-29,2024-06-04,Delayed
604073,504073,2024-03-05,2024-03-11,Delayed
604074,504074,2023-09-16,2023-09-17,On-time
604075,504075,2024-02-15,2024-02-21,Delayed
604076,504076,2024-08-28,2024-08-28,On-time
604077,504077,2024-07-03,2024-07-03,On-time
604078,504078,2024-07-22,2024-07-22,On-time
604079,504079,2023-07-12,2023-07-13,On-time
604080,504080,2024-07-07,2024-07-10,Delayed
604081,504081,2024-03-02,2024-03-01,On-time
604082,504082,2024-01-08,2024-01-13,Delayed
604083,504083,2024-02-01,\N,Failed
604084,504084,2024-06-16,2024-06-15,On-time
604085,504085,2024-02-24,2024-02-23,On-time
604086,504086,2024-03-31,\N,\N
604087,504087,2023-11-14,2023-11-17,Delayed
604088,504088,2024-03-19,2024-03-20,On-time
604089,504089,2023-06-17,2023-06-16,On-time
604090,504090,2024-04-04,2024-04-04,On-time
604091,504091,2023-10-23,2023-10-28,Delayed
604092,504092,2023-10-30,\N,Failed
604093,504093,2024-07-19,2024-07-25,Delayed
604094,504094,2024-07-05,2024-07-05,On-time
604095,504095,2024-03-30,2024-03-29,On-time
604096,504096,2023-10-13,2023-10-12,On-time
604097,504097,2023-07-11,2023-07-13,Delayed
604098,504098,2024-07-11,2024-07-10,On-time
604099,504099,2023-12-30,\N,\N
604100,504100,2023-07-12,2023-07-17,Delayed
604101,504101,2023-12-05,\N,\N
604102,504102,2024-01-31,\N,\N
604103,504103,2023-12-18,\N,Failed
604104,504104,2023-06-10,2023-06-10,On-time
604105,504105,2024-08-03,2024-08-04,On-time
604106,504106,2024-03-14,2024-03-15,On-time
604107,504107,2023-07-03,2023-07-03,On-time
604108,504108,2023-07-18,2023-07-18,On-time
604109,504109,2024-09-30,2024-09-30,On-time
604110,504110,2024-03-01,2024-02-29,On-time
604111,504111,2023-07-23,2023-07-22,On-time
604112,504112,2024-04-17,2024-04-22,Delayed
604113,504113,2023-12-29,2023-12-28,On-time
604114,504114,2024-03-26,2024-03-27,On-time
604115,504115,2024-03-08,2024-03-07,On-time
604116,504116,2024-09-08,2024-09-09,On-time
604117,504117,2023-12-24,\N,Failed
604118,504118,2024-07-10,\N,Failed
604119,504119,2024-08-30,2024-08-29,On-time
604120,504120,2023-12-14,\N,Failed
