order_id,customer_id,order_date,order_status
503043,11298,2023-12-05,Delivered
503044,12642,2024-09-28,Delivered
503045,12927,2023-11-06,Delivered
503046,12671,2024-02-15,Delivered
503047,10079,2023-09-16,Delivered
503048,10156,2023-09-27,Delivered
503049,10236,2024-06-18,Delivered
503050,11911,2024-01-10,Delivered
503051,11863,2024-08-31,Delivered
503052,10386,2023-11-03,Delivered
503053,11876,2024-06-08,Delivered
503054,10534,2023-09-20,Returned
503055,12278,2023-11-27,Delivered
503056,11231,2024-06-18,Delivered
503057,12430,2023-08-30,Delivered
503058,10912,2024-04-22,Delivered
503059,10566,2023-08-18,Delivered
503060,12205,2023-07-09,Delivered
503061,13048,2024-09-06,Delivered
503062,11435,2024-04-19,Delivered
503063,12326,2023-09-12,Delivered
503064,11370,2023-09-12,Delivered
503065,10844,2023-11-19,Returned
503066,12038,2024-06-17,Delivered
503067,10339,2023-11-07,Delivered
503068,12333,2024-05-29,Delivered
503069,10315,2024-04-09,Delivered
503070,12037,2024-06-12,Delivered
503071,11438,2024-03-14,Returned
503072,10375,2023-08-13,Delivered
503073,11299,2024-04-06,Delivered
503074,10387,2023-08-26,Delivered
503075,11806,2023-09-28,Cancelled
503076,10044,2023-11-20,Returned
503077,11186,2024-03-12,Delivered
503078,11148,2024-03-01,Returned
503079,11666,2023-09-23,Delivered
503080,11040,2024-05-31,Returned
503081,11681,2023-10-01,Returned
503082,11096,2023-09-01,Delivered
503083,13027,2024-06-04,Delivered
503084,12065,2024-02-23,Delivered
503085,11474,2024-02-29,Returned
503086,11255,2024-01-28,Delivered
503087,11871,2024-05-06,Delivered
503088,11803,2023-12-30,Delivered
503089,11784,2023-10-21,Delivered
503090,12465,2024-08-19,Delivered
503091,10905,2024-02-09,Delivered
503092,10958,2023-11-16,Delivered
503093,10215,2024-02-10,Delivered
503094,12743,2023-07-21,Delivered
503095,10704,2024-03-26,Delivered
503096,11934,2024-07-30,Delivered
503097,10313,2024-07-10,Delivered
503098,10234,2023-06-13,Delivered
503099,11474,2024-04-02,Delivered
503100,11474,2024-05-03,Returned
503101,10849,2024-01-29,Delivered
503102,10646,2024-08-14,Delivered
503103,12356,2023-11-01,Delivered
503104,10315,2024-08-10,Delivered
503105,10278,2024-08-25,Delivered
503106,10320,2023-12-24,Delivered
503107,12376,2023-07-04,Delivered
503108,10955,2023-12-09,Delivered
503109,11617,2024-08-29,Returned
503110,13000,2024-01-08,Delivered
503111,10304,2024-02-10,Delivered
503112,11123,2023-09-10,Cancelled
503113,11857,2023-12-25,Delivered
503114,10243,2024-09-30,Delivered
503115,11002,2024-08-08,Returned
503116,11826,2024-05-25,Delivered
503117,11484,2024-01-28,Delivered
503118,10650,2024-05-18,Delivered
503119,10903,2023-08-12,Delivered
503120,12336,2024-04-20,Delivered
503121,10252,2023-10-08,Delivered
503122,13028,2024-01-02,Delivered
503123,12722,2024-05-12,Cancelled
503124,11814,2023-06-06,Delivered
503125,11164,2024-01-18,Delivered
503126,11044,2023-07-07,Delivered
503127,12779,2024-01-04,Delivered
503128,12930,2024-04-25,Delivered
503129,12062,2024-06-24,Delivered
503130,10955,2024-06-09,Delivered
503131,11275,2023-12-31,Delivered
503132,12966,2023-06-18,Returned
503133,10394,2024-02-24,Delivered
503134,10609,2023-12-21,Delivered
503135,12787,2023-10-22,Delivered
503136,11868,2024-07-19,Delivered
503137,12693,2024-05-28,Delivered
503138,10570,2023-07-30,Delivered
503139,12003,2024-06-20,Delivered
503140,11034,2023-09-14,Returned
503141,11415,2023-12-27,Cancelled
503142,12406,2024-03-20,Delivered
503143,10588,2024-03-04,Delivered
503144,10783,2024-06-02,Delivered
503145,12360,2023-06-19,Delivered
503146,12363,2024-04-10,Delivered
503147,11929,2024-03-01,Delivered
503148,10432,2023-12-22,Delivered
503149,12584,2023-12-16,Delivered
503150,11201,2024-03-23,Delivered
503151,12785,2024-03-19,Delivered
503152,12176,2024-07-12,Delivered
503153,10954,2023-09-21,Delivered
503154,10625,2024-07-08,Delivered
503155,11363,2024-06-29,Delivered
503156,12016,2023-11-06,Delivered
503157,11086,2024-07-30,Delivered
503158,10698,2024-05-27,Delivered
503159,13057,2024-01-14,Delivered
503160,12993,2024-01-06,Delivered
503161,12687,2023-12-13,Delivered
503162,10312,2024-05-18,Delivered
503163,12988,2024-01-23,Delivered
503164,10428,2024-02-16,Delivered
503165,12552,2024-06-02,Delivered
503166,10837,2024-04-05,Delivered
503167,13017,2024-05-16,Delivered
503168,12706,2024-09-15,Delivered
503169,11007,2024-06-26,Delivered
503170,12789,2023-11-09,Delivered
503171,10358,2023-06-14,Delivered
503172,11534,2023-11-30,Delivered
503173,12106,2024-01-31,Delivered
503174,10049,2023-07-07,Delivered
503175,10426,2023-08-21,Delivered
503176,11288,2024-05-20,Returned
503177,10522,2024-06-05,Delivered
503178,10756,2023-11-25,Returned
503179,11678,2024-02-13,Delivered
503180,12064,2024-09-13,Delivered
503181,12066,2023-09-15,Delivered
503182,11132,2023-08-23,Delivered
503183,10270,2023-11-29,Delivered
503184,12266,2024-02-18,Delivered
503185,11194,2024-02-13,Delivered
503186,10630,2024-04-07,Delivered
503187,10235,2024-05-04,Returned
503188,12339,2024-07-16,Delivered
503189,10567,2023-10-23,Delivered
503190,11143,2024-07-20,Delivered
503191,12021,2023-07-10,Returned
503192,13030,2023-12-13,Returned
503193,11307,2023-09-12,Delivered
503194,11832,2024-03-24,Returned
503195,11970,2024-05-07,Delivered
503196,11794,2023-09-09,Delivered
503197,10005,2024-04-25,Delivered
503198,10571,2024-04-17,Delivered
503199,11983,2024-05-30,Delivered
503200,10426,2024-03-25,Returned
503201,12011,2023-11-30,Cancelled
503202,10790,2024-04-12,Delivered
503203,11291,2023-12-29,Delivered
503204,10658,2024-04-13,Cancelled
503205,11957,2024-01-02,Delivered
503206,12014,2023-07-08,Delivered
503207,11942,2024-01-07,Delivered
503208,12376,2024-02-16,Returned
503209,12757,2024-06-04,Delivered
503210,11762,2024-09-19,Delivered
503211,10329,2023-08-01,Delivered
503212,11046,2024-02-15,Delivered
503213,10312,2024-01-03,Delivered
503214,12320,2023-07-22,Delivered
503215,10657,2024-03-20,Delivered
503216,12338,2024-01-14,Delivered
503217,11180,2023-09-22,Delivered
503218,11319,2024-05-27,Delivered
503219,10863,2023-09-23,Delivered
503220,11184,2024-08-14,Delivered
503221,12649,2024-02-07,Returned
503222,10847,2024-08-07,Delivered
503223,10810,2024-04-17,Delivered
503224,12778,2023-06-15,Delivered
503225,10252,2023-06-27,Returned
503226,11924,2024-05-18,Delivered
503227,12638,2023-11-27,Delivered
503228,10610,2023-12-29,Delivered
503229,11740,2024-01-24,Delivered
503230,11489,2024-02-08,Delivered
503231,12195,2024-06-07,Delivered
503232,12285,2023-06-20,Delivered
503233,12060,2023-06-10,Delivered
503234,10496,2024-05-12,Delivered
503235,11199,2023-07-08,Delivered
503236,10709,2023-10-23,Delivered
503237,11632,2024-04-12,Cancelled
503238,10832,2024-08-15,Delivered
503239,11988,2024-09-27,Delivered
503240,11048,2023-12-03,Delivered
503241,10229,2024-01-08,Delivered
503242,11022,2024-06-23,Cancelled
503243,10905,2023-10-19,Delivered
503244,12283,2023-07-29,Cancelled
503245,12291,2024-05-20,Delivered
503246,11947,2023-10-01,Delivered
503247,12069,2024-04-30,Delivered
503248,12246,2023-07-02,Delivered
503249,10428,2024-09-18,Returned
503250,11485,2023-10-20,Delivered
503251,12312,2024-05-02,Returned
503252,10548,2024-01-25,Delivered
503253,10999,2024-02-22,Delivered
503254,11675,2024-03-29,Delivered
503255,10336,2024-09-28,Delivered
503256,12281,2023-09-05,Delivered
503257,12764,2023-07-06,Delivered
503258,12482,2024-07-24,Delivered
503259,11724,2024-02-18,Delivered
503260,10658,2023-11-08,Delivered
503261,10801,2024-02-10,Delivered
503262,11783,2023-07-08,Delivered
503263,12026,2023-06-27,Delivered
503264,11484,2024-06-14,Returned
503265,12301,2024-08-17,Delivered
503266,11125,2023-07-21,Delivered
503267,10386,2024-04-26,Delivered
503268,11128,2023-07-21,Delivered
503269,10648,2024-06-27,Delivered
503270,11885,2024-08-14,Delivered
503271,12332,2024-04-08,Delivered
503272,10916,2024-04-14,Delivered
503273,12191,2024-01-09,Delivered
503274,10536,2024-06-16,Delivered
503275,11275,2023-07-12,Delivered
503276,12818,2023-06-14,Delivered
503277,11466,2024-07-02,Delivered
503278,10383,2024-04-30,Delivered
503279,12436,2024-05-25,Delivered
503280,13007,2023-10-09,Delivered
503281,10905,2024-07-19,Delivered
503282,12920,2024-02-08,Delivered
503283,12910,2024-01-05,Returned
503284,12048,2023-10-06,Delivered
503285,11695,2023-06-09,Delivered
503286,12111,2023-06-04,Delivered
503287,10720,2024-09-27,Returned
503288,11806,2023-12-03,Delivered
503289,10912,2024-03-21,Delivered
503290,10312,2024-04-16,Delivered
503291,11550,2023-11-06,Delivered
503292,11678,2024-08-09,Delivered
503293,11858,2024-07-17,Delivered
503294,10594,2023-08-03,Delivered
503295,11063,2023-07-19,Returned
503296,11269,2023-10-31,Cancelled
503297,11212,2023-06-23,Delivered
503298,11373,2024-07-22,Delivered
503299,10866,2023-12-29,Delivered
503300,12697,2024-04-07,Delivered
503301,10679,2023-11-24,Delivered
503302,11596,2023-12-28,Delivered
503303,11903,2024-09-17,Delivered
503304,11014,2023-07-17,Delivered
503305,11578,2023-09-07,Delivered
503306,10537,2024-09-10,Delivered
503307,12693,2023-10-31,Delivered
503308,10239,2023-08-29,Cancelled
503309,11896,2024-01-29,Delivered
503310,10622,2024-04-17,Delivered
503311,11681,2023-07-15,Delivered
503312,10259,2024-01-31,Delivered
503313,12386,2023-10-21,Delivered
503314,11566,2023-10-10,Delivered
503315,10324,2024-08-26,Delivered
503316,12666,2024-02-25,Delivered
503317,10037,2023-07-22,Delivered
503318,10115,2023-07-11,Delivered
503319,11806,2024-08-08,Delivered
503320,12487,2024-09-29,Delivered
503321,12719,2024-06-23,Cancelled
503322,10349,2023-12-08,Delivered
503323,11515,2024-09-18,Delivered
503324,11868,2024-02-01,Returned
503325,11532,2024-04-06,Cancelled
503326,12863,2023-06-08,Delivered
503327,11079,2024-05-06,Delivered
503328,11569,2024-05-20,Delivered
503329,11367,2023-07-24,Delivered
503330,11027,2023-08-01,Delivered
503331,11695,2024-02-29,Delivered
503332,10880,2024-01-26,Delivered
503333,12314,2024-03-10,Delivered
503334,10949,2024-03-13,Delivered
503335,10656,2024-05-03,Delivered
503336,11873,2023-12-13,Delivered
503337,11276,2024-01-24,Delivered
503338,12979,2023-10-17,Returned
503339,10091,2023-12-20,Returned
503340,10721,2024-08-12,Delivered
503341,11902,2023-12-06,Cancelled
503342,12489,2024-07-27,Delivered
503343,13003,2024-07-25,Delivered
503344,10196,2024-05-18,Delivered
503345,10504,2024-01-06,Returned
503346,10290,2024-03-12,Delivered
503347,10021,2023-10-24,Delivered
503348,10080,2023-12-24,Delivered
503349,10330,2024-08-11,Delivered
503350,12102,2024-09-20,Delivered
503351,10054,2023-10-22,Delivered
503352,10034,2023-10-09,Delivered
503353,12997,2024-08-05,Delivered
503354,11714,2024-09-10,Delivered
503355,12266,2023-10-17,Delivered
503356,11635,2023-12-10,Delivered
503357,11763,2023-10-22,Delivered
503358,12913,2024-08-13,Delivered
503359,11669,2023-08-28,Delivered
503360,10566,2023-06-09,Delivered
503361,10935,2024-01-10,Delivered
503362,11276,2023-07-21,Delivered
503363,12048,2023-06-06,Delivered
503364,11333,2023-09-21,Delivered
503365,12541,2023-08-08,Delivered
503366,11951,2023-06-26,Delivered
503367,12580,2023-07-31,Delivered
503368,10532,2023-08-11,Delivered
503369,12999,2024-04-09,Delivered
503370,11233,2024-09-21,Delivered
503371,11755,2024-09-12,Delivered
503372,12510,2024-05-19,Delivered
503373,12427,2024-09-26,Delivered
503374,11089,2023-07-14,Delivered
503375,11855,2023-11-12,Delivered
503376,12050,2024-09-20,Cancelled
503377,12906,2024-03-14,Delivered
503378,12497,2023-11-20,Returned
503379,12578,2024-01-11,Delivered
503380,10854,2023-07-26,Delivered
503381,10689,2024-05-28,Delivered
503382,12960,2023-07-21,Returned
503383,11074,2023-11-27,Delivered
503384,10324,2024-05-06,Delivered
503385,13055,2024-05-28,Delivered
503386,10164,2024-07-17,Delivered
503387,11401,2023-06-02,Delivered
503388,12171,2024-02-20,Delivered
503389,11179,2024-09-08,Delivered
503390,12963,2023-11-27,Delivered
503391,11590,2024-08-30,Cancelled
503392,11315,2024-07-20,Delivered
503393,11005,2023-12-16,Delivered
503394,12930,2024-05-19,Delivered
503395,11986,2023-07-11,Delivered
503396,10210,2024-03-18,Delivered
503397,10515,2023-06-08,Delivered
503398,12137,2023-07-11,Delivered
503399,12034,2024-08-16,Delivered
503400,13047,2023-08-14,Returned
503401,10012,2024-09-15,Delivered
503402,12911,2024-05-05,Delivered
503403,10283,2024-09-17,Delivered
503404,11858,2024-04-05,Delivered
503405,10820,2023-08-01,Delivered
503406,10196,2023-08-08,Delivered
503407,12795,2024-04-09,Cancelled
503408,10302,2024-06-19,Delivered
503409,10156,2023-06-22,Delivered
503410,10570,2024-07-07,Delivered
503411,12102,2024-06-29,Returned
503412,11179,2023-10-14,Delivered
503413,10661,2024-03-31,Delivered
503414,11429,2024-09-10,Delivered
503415,10131,2024-06-06,Returned
503416,10719,2024-06-17,Delivered
503417,12918,2024-06-11,Delivered
503418,11721,2024-06-13,Delivered
503419,13048,2023-06-28,Delivered
503420,10566,2024-02-28,Delivered
503421,11537,2024-06-10,Delivered
503422,12525,2023-06-01,Delivered
503423,12582,2023-10-11,Delivered
503424,10512,2023-11-12,Delivered
503425,12824,2024-08-01,Returned
503426,10955,2024-09-16,Delivered
503427,11087,2023-11-28,Delivered
503428,13001,2024-03-16,Delivered
503429,11319,2023-06-07,Delivered
503430,12182,2023-06-15,Delivered
503431,10847,2024-05-03,Delivered
503432,11306,2024-08-28,Delivered
503433,10080,2023-07-26,Delivered
503434,10720,2024-07-26,Cancelled
503435,12982,2024-05-22,Delivered
503436,12129,2024-04-08,Delivered
503437,10512,2023-07-24,Delivered
503438,12230,2024-04-29,Delivered
503439,11027,2023-07-02,Delivered
503440,10644,2024-05-01,Delivered
503441,10293,2024-08-03,Delivered
503442,10109,2024-07-06,Returned
503443,10992,2023-06-02,Delivered
503444,11762,2024-01-27,Delivered
503445,12640,2023-07-07,Delivered
503446,10996,2024-02-28,Cancelled
503447,12171,2023-08-24,Delivered
503448,12095,2023-10-26,Delivered
503449,12623,2024-08-09,Delivered
503450,11891,2024-05-19,Delivered
503451,12687,2024-05-06,Delivered
503452,10903,2024-07-21,Delivered
503453,10005,2024-09-14,Delivered
503454,10662,2024-01-11,Returned
503455,12225,2023-12-18,Delivered
503456,10649,2023-08-19,Delivered
503457,11930,2024-04-30,Delivered
503458,12827,2024-04-18,Delivered
503459,10937,2023-07-07,Delivered
503460,11939,2023-11-01,Cancelled
503461,10599,2024-08-12,Delivered
503462,11715,2024-08-05,Delivered
503463,11029,2023-10-15,Delivered
503464,11350,2024-06-22,Delivered
503465,11496,2024-02-10,Delivered
503466,10556,2024-01-14,Returned
503467,11539,2023-09-24,Delivered
503468,11266,2024-05-31,Delivered
503469,10949,2024-07-08,Delivered
503470,11075,2023-11-11,Delivered
503471,10127,2023-10-02,Returned
503472,11714,2024-01-23,Delivered
503473,11635,2024-03-10,Returned
503474,11303,2023-12-08,Delivered
503475,12757,2024-08-15,Delivered
503476,12652,2023-08-24,Returned
503477,10068,2024-09-09,Cancelled
503478,10107,2024-04-09,Delivered
503479,12662,2024-07-01,Delivered
503480,10798,2023-09-25,Delivered
503481,11074,2024-06-23,Delivered
503482,10486,2024-07-09,Delivered
503483,12486,2024-07-12,Delivered
503484,12616,2023-09-25,Delivered
503485,11716,2023-12-15,Delivered
503486,12964,2024-02-18,Returned
503487,12244,2024-06-20,Delivered
503488,11345,2023-09-17,Delivered
503489,10526,2024-01-27,Delivered
503490,10698,2024-09-16,Delivered
503491,11668,2023-09-14,Delivered
503492,10027,2024-07-20,Delivered
503493,10835,2024-04-25,Delivered
503494,12582,2024-01-21,Delivered
503495,10112,2024-02-27,Delivered
503496,11395,2023-06-15,Returned
503497,12687,2024-03-09,Delivered
503498,12842,2024-04-27,Delivered
503499,12654,2024-08-09,Delivered
503500,11047,2024-04-29,Delivered
503501,12850,2023-10-28,Delivered
503502,11576,2024-04-06,Delivered
503503,11017,2023-08-25,Delivered
503504,11152,2023-11-02,Delivered
503505,12789,2024-05-31,Delivered
503506,12713,2024-01-08,Delivered
503507,10570,2024-05-24,Returned
503508,11806,2024-09-20,Delivered
503509,11276,2023-09-08,Delivered
503510,10871,2023-06-11,Delivered
503511,10556,2024-08-19,Delivered
503512,12311,2024-08-08,Delivered
503513,10714,2024-01-27,Delivered
503514,10447,2024-01-11,Delivered
503515,10774,2024-01-24,Delivered
503516,11433,2024-06-13,Delivered
503517,11299,2024-04-22,Delivered
503518,12105,2023-07-27,Delivered
503519,10292,2024-04-29,Delivered
503520,11607,2023-11-29,Delivered
503521,12633,2023-11-20,Returned
503522,11341,2024-08-29,Delivered
503523,12829,2024-09-29,Delivered
503524,12162,2024-09-10,Delivered
503525,11991,2024-09-15,Delivered
503526,11678,2024-03-22,Delivered
503527,11009,2023-12-24,Returned
503528,11500,2024-06-01,Cancelled
503529,12289,2024-08-27,Delivered
503530,11673,2024-02-23,Returned
503531,10847,2023-08-05,Delivered
503532,10374,2024-08-16,Delivered
503533,12640,2024-05-03,Delivered
503534,10874,2024-04-06,Delivered
503535,10256,2024-08-04,Cancelled
503536,11221,2024-05-13,Delivered
503537,11136,2024-02-29,Returned
503538,12561,2024-03-20,Delivered
503539,12666,2024-06-08,Delivered
503540,10661,2024-02-18,Delivered
503541,11681,2023-12-09,Delivered
503542,12481,2023-08-20,Delivered
503543,10571,2024-02-09,Delivered
503544,10279,2023-06-27,Delivered
503545,10202,2024-02-01,Delivered
503546,11824,2024-09-20,Delivered
503547,11223,2024-05-27,Delivered
503548,12913,2024-07-15,Returned
503549,10093,2023-11-02,Delivered
503550,10955,2024-01-08,Delivered
503551,12959,2024-06-08,Delivered
503552,10437,2023-07-19,Returned
503553,10620,2024-05-27,Delivered
503554,10908,2024-04-28,Delivered
503555,12881,2024-03-11,Delivered
503556,10721,2024-07-24,Delivered
503557,12808,2024-05-02,Delivered
503558,11244,2024-04-14,Delivered
503559,10748,2024-01-11,Delivered
503560,12861,2024-07-02,Delivered
503561,10602,2023-11-08,Delivered
503562,11490,2023-08-10,Delivered
503563,11152,2023-08-18,Delivered
503564,10694,2023-11-22,Delivered
503565,11693,2024-06-17,Delivered
503566,10994,2024-08-17,Returned
503567,11288,2024-09-18,Returned
503568,10100,2024-04-21,Delivered
503569,12589,2024-08-10,Delivered
503570,11511,2024-03-06,Delivered
503571,12724,2024-06-23,Delivered
503572,10551,2023-12-13,Delivered
503573,12600,2023-11-11,Delivered
503574,12091,2024-08-08,Delivered
503575,11958,2023-08-02,Delivered
503576,11569,2024-01-16,Delivered
503577,11360,2024-08-27,Cancelled
503578,10005,2023-09-11,Delivered
503579,11196,2023-10-05,Delivered
503580,11850,2024-01-06,Delivered
503581,11331,2023-12-10,Delivered
503582,12640,2024-05-04,Delivered
503583,10084,2024-04-17,Delivered
503584,12976,2024-07-02,Delivered
503585,10958,2024-01-27,Delivered
503586,12605,2024-05-03,Delivered
503587,11549,2024-06-07,Delivered
503588,10539,2024-09-08,Delivered
503589,13007,2024-09-13,Delivered
503590,11489,2024-06-18,Delivered
503591,12335,2024-02-28,Delivered
503592,11926,2024-05-19,Delivered
503593,10374,2024-06-26,Delivered
503594,12171,2024-04-21,Delivered
503595,11441,2023-10-27,Delivered
503596,12987,2024-05-28,Cancelled
503597,12391,2024-05-18,Delivered
503598,10644,2024-01-11,Returned
503599,12396,2023-07-09,Delivered
503600,11407,2023-12-01,Delivered
503601,10662,2023-10-03,Delivered
503602,10569,2023-10-03,Delivered
503603,11031,2023-08-03,Returned
503604,12923,2023-06-09,Returned
503605,12212,2023-06-02,Delivered
503606,12778,2023-08-12,Cancelled
503607,10482,2024-05-11,Delivered
503608,10250,2024-01-25,Delivered
503609,11985,2024-09-20,Delivered
503610,10971,2023-09-14,Delivered
503611,12060,2023-09-18,Delivered
503612,10647,2023-09-26,Cancelled
503613,10863,2023-09-15,Delivered
503614,10713,2024-02-25,Delivered
503615,11740,2024-01-07,Delivered
503616,10559,2023-11-25,Delivered
503617,10044,2023-12-22,Delivered
503618,12988,2024-08-07,Delivered
503619,12324,2023-12-06,Delivered
503620,12489,2024-05-17,Delivered
503621,12856,2024-09-24,Delivered
503622,12408,2024-08-15,Delivered
503623,13048,2024-06-19,Cancelled
503624,11071,2024-05-15,Delivered
503625,12163,2023-06-21,Delivered
503626,10774,2024-03-24,Delivered
503627,12333,2023-06-21,Delivered
503628,11762,2023-07-03,Delivered
503629,12732,2023-09-08,Returned
503630,12947,2024-09-07,Delivered
503631,10371,2024-09-04,Delivered
503632,10361,2024-04-08,Delivered
503633,10954,2024-05-19,Delivered
503634,10788,2024-01-01,Delivered
503635,11485,2023-08-17,Returned
503636,10767,2023-11-24,Delivered
503637,11489,2024-02-24,Delivered
503638,11207,2023-10-22,Delivered
503639,11904,2024-04-23,Delivered
503640,11404,2024-04-17,Delivered
503641,11549,2023-12-27,Delivered
503642,10474,2024-07-22,Delivered
503643,11380,2024-03-14,Delivered
503644,10418,2024-03-24,Delivered
503645,10880,2023-08-15,Delivered
503646,12675,2024-04-17,Delivered
503647,11235,2024-07-14,Delivered
503648,10937,2024-01-02,Delivered
503649,12209,2024-03-16,Returned
503650,11395,2024-01-30,Delivered
503651,10944,2024-05-18,Delivered
503652,11217,2024-07-08,Delivered
503653,11047,2023-12-04,Delivered
503654,12906,2024-07-29,Delivered
503655,10783,2024-09-23,Returned
503656,12069,2023-07-27,Delivered
503657,12836,2023-08-05,Delivered
503658,11806,2024-06-01,Delivered
503659,10360,2023-06-10,Delivered
503660,11880,2023-10-06,Delivered
503661,12814,2024-02-29,Delivered
503662,12633,2024-02-21,Delivered
503663,11757,2024-05-18,Delivered
503664,11437,2023-06-21,Delivered
503665,12461,2023-10-21,Delivered
503666,12819,2024-01-02,Delivered
503667,10525,2024-06-19,Cancelled
503668,10763,2024-01-19,Delivered
503669,10107,2023-10-27,Delivered
503670,11079,2024-06-02,Delivered
503671,10218,2024-02-16,Returned
503672,11875,2024-05-05,Delivered
503673,12061,2024-01-06,Delivered
503674,10866,2023-10-24,Cancelled
503675,10642,2023-12-27,Delivered
503676,12802,2024-08-30,Delivered
503677,11295,2024-09-22,Delivered
503678,12744,2023-10-13,Delivered
503679,12967,2024-06-12,Returned
503680,12942,2024-02-26,Delivered
503681,11217,2024-07-06,Delivered
503682,10855,2023-06-27,Delivered
503683,12842,2023-12-12,Delivered
503684,12205,2023-10-28,Delivered
503685,12836,2024-03-30,Delivered
503686,10620,2024-05-17,Delivered
503687,12339,2023-07-25,Delivered
503688,12406,2024-01-23,Delivered
503689,10607,2023-07-06,Delivered
503690,10801,2024-09-20,Delivered
503691,12931,2024-06-17,Delivered
503692,10877,2023-11-18,Delivered
503693,11802,2024-04-17,Delivered
503694,12799,2023-09-02,Delivered
503695,10234,2024-04-03,Delivered
503696,11977,2024-07-08,Delivered
503697,11183,2023-11-19,Returned
503698,12785,2024-03-08,Delivered
503699,10830,2024-09-24,Delivered
503700,10063,2024-01-28,Delivered
503701,10862,2023-09-14,Returned
503702,11770,2024-06-04,Delivered
503703,10203,2024-06-17,Delivered
503704,10756,2024-02-23,Delivered
503705,11237,2023-08-21,Delivered
503706,10084,2023-06-12,Delivered
503707,11909,2024-01-14,Delivered
503708,10581,2024-04-06,Delivered
503709,11172,2023-06-14,Cancelled
503710,12598,2023-06-06,Delivered
503711,12515,2024-07-02,Cancelled
503712,12353,2023-11-16,Returned
503713,12313,2024-06-14,Delivered
503714,12944,2024-08-03,Delivered
503715,11656,2024-08-30,Delivered
503716,11048,2024-09-09,Delivered
503717,10416,2024-03-20,Delivered
503718,10994,2024-01-25,Delivered
503719,10568,2024-05-22,Delivered
503720,10567,2023-11-16,Delivered
503721,12291,2024-02-03,Cancelled
503722,10065,2024-08-01,Delivered
503723,12924,2023-11-22,Delivered
503724,12105,2024-07-06,Delivered
503725,11705,2023-11-19,Delivered
503726,12123,2024-07-29,Delivered
503727,10901,2023-09-13,Delivered
503728,10912,2024-04-07,Delivered
503729,10771,2024-07-04,Delivered
503730,10331,2023-07-23,Delivered
503731,10567,2024-06-30,Delivered
503732,10874,2024-08-04,Returned
503733,11060,2024-07-30,Cancelled
503734,13017,2023-09-08,Delivered
503735,12014,2024-04-07,Delivered
503736,12048,2023-07-04,Delivered
503737,10340,2024-07-08,Delivered
503738,10869,2024-07-19,Cancelled
503739,11415,2023-10-26,Delivered
503740,10958,2024-09-29,Returned
503741,12147,2024-02-04,Delivered
503742,12004,2024-09-30,Delivered
503743,10395,2024-01-12,Delivered
503744,10510,2023-09-10,Delivered
503745,12689,2024-02-13,Delivered
503746,10288,2023-06-24,Delivered
503747,10217,2023-07-08,Delivered
503748,10952,2023-08-10,Delivered
503749,10512,2024-04-10,Delivered
503750,12362,2023-07-07,Delivered
503751,12044,2023-07-18,Delivered
503752,12676,2024-05-04,Delivered
503753,10799,2023-06-29,Delivered
503754,10958,2023-08-25,Cancelled
503755,11704,2023-10-19,Returned
503756,11393,2023-08-16,Delivered
503757,10911,2024-06-30,Returned
503758,10188,2024-02-26,Delivered
503759,10301,2024-06-19,Delivered
503760,12336,2023-11-30,Delivered
503761,11419,2024-04-12,Delivered
503762,12487,2023-10-18,Delivered
503763,11389,2024-07-10,Delivered
503764,12930,2023-09-09,Cancelled
503765,12665,2024-09-23,Delivered
503766,10249,2024-04-26,Delivered
503767,11485,2023-09-14,Delivered
503768,11326,2023-08-11,Delivered
503769,11633,2024-08-09,Delivered
503770,10031,2024-05-22,Delivered
503771,10297,2024-07-18,Delivered
503772,12830,2023-08-05,Delivered
503773,10852,2023-12-06,Delivered
503774,12469,2024-08-06,Delivered
503775,10297,2024-06-26,Delivered
503776,12311,2024-09-16,Delivered
503777,13048,2024-03-31,Delivered
503778,12632,2023-09-10,Delivered
503779,12539,2023-09-06,Returned
503780,12800,2023-09-17,Delivered
503781,10431,2024-08-23,Delivered
503782,11306,2024-09-07,Delivered
503783,12545,2023-12-03,Delivered
503784,10638,2023-11-02,Delivered
503785,12743,2024-05-09,Delivered
503786,11515,2024-06-07,Returned
503787,10618,2024-09-26,Delivered
503788,11485,2023-06-21,Delivered
503789,11721,2024-09-21,Returned
503790,12029,2023-09-23,Delivered
503791,12373,2024-07-08,Delivered
503792,10042,2023-09-15,Cancelled
503793,10208,2023-08-12,Delivered
503794,12315,2023-08-02,Delivered
503795,10013,2024-06-21,Delivered
503796,12143,2024-02-04,Delivered
503797,11973,2024-09-20,Delivered
503798,10551,2023-12-17,Delivered
503799,10415,2023-07-23,Delivered
503800,10687,2024-01-04,Delivered
503801,11985,2023-09-02,Delivered
503802,12366,2024-03-05,Delivered
503803,10146,2023-09-07,Delivered
503804,10247,2024-06-14,Delivered
503805,10072,2024-01-01,Delivered
503806,11763,2024-07-19,Delivered
503807,11244,2023-06-26,Delivered
503808,10912,2024-06-04,Delivered
503809,10387,2023-11-06,Delivered
503810,10741,2023-12-14,Delivered
503811,11751,2024-01-08,Delivered
503812,11388,2024-09-11,Delivered
503813,10556,2023-12-04,Delivered
503814,13019,2023-06-29,Delivered
503815,11281,2024-07-30,Delivered
503816,10374,2024-07-16,Delivered
503817,11060,2024-04-25,Delivered
503818,11297,2023-11-19,Delivered
503819,11000,2023-10-16,Delivered
503820,12910,2023-12-31,Delivered
